,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,xg,xga
37,2022-05-22,19:00,Süper Lig,Matchweek 38,Sun,Home,W,4,1,Giresunspor,72.0,,Munir,4-2-3-1,Ali Palabıyık,Match Report,,18.0,8.0,,0,0,2022,Hatayspor,,
4,2021-08-16,21:45,Süper Lig,Matchweek 1,Mon,Away,W,2,0,Giresunspor,64.0,,Fernando Muslera,4-3-3,Erkan Özdamar,Match Report,,10.0,6.0,,1,2,2022,Galatasaray,,
6,2021-08-23,21:45,Süper Lig,Matchweek 2,Mon,Home,W,2,1,Hatayspor,61.0,,Fernando Muslera,4-1-4-1,Hüseyin Göçek,Match Report,,14.0,4.0,,0,0,2022,Galatasaray,,
8,2021-08-29,19:15,Süper Lig,Matchweek 3,Sun,Away,D,2,2,Kasımpaşa,53.0,,Fernando Muslera,4-1-4-1,Fırat Aydınus,Match Report,,13.0,6.0,,0,0,2022,Galatasaray,,
9,2021-09-12,20:00,Süper Lig,Matchweek 4,Sun,Away,D,2,2,Trabzonspor,38.0,,Fernando Muslera,4-1-4-1,Ali Palabıyık,Match Report,,15.0,6.0,,0,0,2022,Galatasaray,,
11,2021-09-19,16:00,Süper Lig,Matchweek 5,Sun,Home,L,0,1,Alanyaspor,59.0,,Fernando Muslera,4-1-4-1,Abdulkadir Bitigen,Match Report,,17.0,3.0,,0,0,2022,Galatasaray,,
12,2021-09-22,20:00,Süper Lig,Matchweek 6,Wed,Away,L,0,3,Kayserispor,63.0,,Fernando Muslera,4-2-3-1,Yaşar Kemal Uğurlu,Match Report,,19.0,2.0,,0,0,2022,Galatasaray,,
13,2021-09-26,19:00,Süper Lig,Matchweek 7,Sun,Home,W,2,1,Göztepe,56.0,,Fernando Muslera,4-3-3,Ali Şansalan,Match Report,,14.0,5.0,,0,0,2022,Galatasaray,,
15,2021-10-03,19:00,Süper Lig,Matchweek 8,Sun,Away,W,3,2,Rizespor,64.0,,Fernando Muslera,4-2-3-1,Ali Palabıyık,Match Report,,21.0,8.0,,0,0,2022,Galatasaray,,
16,2021-10-17,16:00,Süper Lig,Matchweek 9,Sun,Home,W,1,0,Konyaspor,44.0,,Fernando Muslera,4-2-3-1,Arda Kardeşler,Match Report,,11.0,5.0,,0,0,2022,Galatasaray,,
18,2021-10-25,20:00,Süper Lig,Matchweek 10,Mon,Away,L,1,2,Beşiktaş,41.0,,Fernando Muslera,4-3-3,Fırat Aydınus,Match Report,,12.0,4.0,,0,1,2022,Galatasaray,,
19,2021-10-31,19:00,Süper Lig,Matchweek 11,Sun,Home,W,2,0,Gaziantep FK,58.0,,Fernando Muslera,4-3-3,Yaşar Kemal Uğurlu,Match Report,,11.0,5.0,,0,0,2022,Galatasaray,,
21,2021-11-07,16:00,Süper Lig,Matchweek 12,Sun,Away,D,1,1,Fatih Karagümrük,54.0,,Fernando Muslera,4-3-3,Atilla Karaoğlan,Match Report,,20.0,5.0,,0,0,2022,Galatasaray,,
22,2021-11-21,19:00,Süper Lig,Matchweek 13,Sun,Home,L,1,2,Fenerbahçe,58.0,,Fernando Muslera,4-3-3,Halil Umut Meler,Match Report,,14.0,4.0,,0,0,2022,Galatasaray,,
24,2021-11-28,19:00,Süper Lig,Matchweek 14,Sun,Away,D,0,0,Yeni Mal'spor,64.0,,Fernando Muslera,4-1-4-1,Atilla Karaoğlan,Match Report,,13.0,2.0,,0,0,2022,Galatasaray,,
25,2021-12-04,19:00,Süper Lig,Matchweek 15,Sat,Home,D,2,2,Altay,65.0,,Fernando Muslera,4-4-2,Cüneyt Çakιr,Match Report,,24.0,7.0,,0,0,2022,Galatasaray,,
27,2021-12-13,18:00,Süper Lig,Matchweek 16,Mon,Away,L,0,1,Sivasspor,65.0,,Fernando Muslera,4-1-4-1,Umit Öztürk,Match Report,,6.0,3.0,,0,0,2022,Galatasaray,,
28,2021-12-18,19:00,Süper Lig,Matchweek 17,Sat,Home,D,1,1,Başakşehir,58.0,,Sofiane Feghouli,4-1-4-1,Zorbay Küçük,Match Report,,18.0,4.0,,0,0,2022,Galatasaray,,
29,2021-12-21,20:00,Süper Lig,Matchweek 18,Tue,Away,L,0,2,Adana Demirspor,63.0,,Ömer Bayram,4-1-4-1,Arda Kardeşler,Match Report,,15.0,7.0,,0,0,2022,Galatasaray,,
30,2021-12-25,16:00,Süper Lig,Matchweek 19,Sat,Home,W,2,0,Antalyaspor,50.0,,Sofiane Feghouli,4-4-2,Ali Şansalan,Match Report,,19.0,7.0,,0,0,2022,Galatasaray,,
31,2022-01-08,19:00,Süper Lig,Matchweek 20,Sat,Home,L,0,1,Giresunspor,63.0,,Ömer Bayram,4-2-3-1,Arda Kardeşler,Match Report,,22.0,7.0,,0,0,2022,Galatasaray,,
32,2022-01-16,19:00,Süper Lig,Matchweek 21,Sun,Away,L,2,4,Hatayspor,59.0,,Marcão,4-2-3-1,Erkan Özdamar,Match Report,,13.0,5.0,,0,1,2022,Galatasaray,,
33,2022-01-20,20:00,Süper Lig,Matchweek 22,Thu,Home,L,1,3,Kasımpaşa,56.0,,Ömer Bayram,4-2-3-1,Tugay Kaan Numanoğlu,Match Report,,14.0,6.0,,0,0,2022,Galatasaray,,
34,2022-01-23,19:00,Süper Lig,Matchweek 23,Sun,Home,L,1,2,Trabzonspor,52.0,,Ömer Bayram,4-1-4-1,Atilla Karaoğlan,Match Report,,16.0,6.0,,1,1,2022,Galatasaray,,
35,2022-02-06,16:00,Süper Lig,Matchweek 24,Sun,Away,D,1,1,Alanyaspor,42.0,,Ömer Bayram,4-2-3-1,Mete Kalkavan,Match Report,,7.0,4.0,,0,0,2022,Galatasaray,,
36,2022-02-12,19:00,Süper Lig,Matchweek 25,Sat,Home,D,1,1,Kayserispor,62.0,,Sofiane Feghouli,4-1-4-1,Sarper Barış Saka,Match Report,,26.0,7.0,,0,0,2022,Galatasaray,,
37,2022-02-21,20:00,Süper Lig,Matchweek 26,Mon,Away,W,3,2,Göztepe,41.0,,Ömer Bayram,4-2-3-1,Arda Kardeşler,Match Report,,10.0,7.0,,2,2,2022,Galatasaray,,
38,2022-02-27,19:00,Süper Lig,Matchweek 27,Sun,Home,W,4,2,Rizespor,55.0,,Marcão,4-2-3-1,Umit Öztürk,Match Report,,18.0,9.0,,1,2,2022,Galatasaray,,
39,2022-03-05,19:00,Süper Lig,Matchweek 28,Sat,Away,L,0,2,Konyaspor,55.0,,Marcão,4-2-3-1,Ali Şansalan,Match Report,,11.0,5.0,,0,0,2022,Galatasaray,,
41,2022-03-14,20:00,Süper Lig,Matchweek 29,Mon,Home,W,2,1,Beşiktaş,44.0,,Sofiane Feghouli,4-1-4-1,Atilla Karaoğlan,Match Report,,19.0,7.0,,0,0,2022,Galatasaray,,
43,2022-03-20,16:00,Süper Lig,Matchweek 30,Sun,Away,L,1,3,Gaziantep FK,54.0,,Fernando Muslera,4-1-4-1,Arda Kardeşler,Match Report,,13.0,4.0,,0,0,2022,Galatasaray,,
44,2022-04-02,20:30,Süper Lig,Matchweek 31,Sat,Home,W,2,0,Fatih Karagümrük,50.0,,Fernando Muslera,4-1-4-1,Ali Şansalan,Match Report,,10.0,4.0,,1,1,2022,Galatasaray,,
45,2022-04-10,20:30,Süper Lig,Matchweek 32,Sun,Away,L,0,2,Fenerbahçe,48.0,,Fernando Muslera,4-1-4-1,Atilla Karaoğlan,Match Report,,6.0,1.0,,0,0,2022,Galatasaray,,
46,2022-04-18,20:30,Süper Lig,Matchweek 33,Mon,Home,W,2,0,Yeni Mal'spor,66.0,,Fernando Muslera,4-1-4-1,Mustafa Kürşad Filiz,Match Report,,19.0,10.0,,0,0,2022,Galatasaray,,
47,2022-04-24,20:30,Süper Lig,Matchweek 34,Sun,Away,W,1,0,Altay,56.0,,Fernando Muslera,4-1-4-1,Volkan Bayarslan,Match Report,,7.0,5.0,,0,0,2022,Galatasaray,,
48,2022-05-01,20:30,Süper Lig,Matchweek 35,Sun,Home,L,2,3,Sivasspor,55.0,,Fernando Muslera,4-2-3-1,Kadir Sağlam,Match Report,,10.0,3.0,,1,1,2022,Galatasaray,,
49,2022-05-07,19:00,Süper Lig,Matchweek 36,Sat,Away,D,0,0,Başakşehir,42.0,,Fernando Muslera,4-1-4-1,Fırat Aydınus,Match Report,,11.0,4.0,,0,0,2022,Galatasaray,,
50,2022-05-16,20:00,Süper Lig,Matchweek 37,Mon,Home,W,3,2,Adana Demirspor,52.0,,Fernando Muslera,4-2-3-1,Sarper Barış Saka,Match Report,,20.0,9.0,,1,1,2022,Galatasaray,,
51,2022-05-20,20:00,Süper Lig,Matchweek 38,Fri,Away,D,1,1,Antalyaspor,58.0,,Fernando Muslera,4-3-1-2,Yasin Kol,Match Report,,13.0,3.0,,0,0,2022,Galatasaray,,
0,2021-08-14,21:45,Süper Lig,Matchweek 1,Sat,Away,L,0,3,Altay,62.0,,Dimitrios Kolovetsios,4-4-1-1,Suat Arslanboga,Match Report,,8.0,3.0,,0,0,2022,Kayserispor,,
1,2021-08-20,20:30,Süper Lig,Matchweek 2,Fri,Home,D,1,1,Adana Demirspor,36.0,,İlhan Parlak,4-4-1-1,Tugay Kaan Numanoğlu,Match Report,,12.0,3.0,,0,0,2022,Kayserispor,,
2,2021-08-28,19:15,Süper Lig,Matchweek 3,Sat,Away,W,1,0,Başakşehir,37.0,,Uğur Demirok,4-4-1-1,Mustafa Öğretmenoğlu,Match Report,,5.0,3.0,,0,0,2022,Kayserispor,,
3,2021-09-11,20:00,Süper Lig,Matchweek 4,Sat,Home,W,2,0,Kasımpaşa,48.0,,Bernard Mensah,4-4-1-1,Yasin Kol,Match Report,,8.0,4.0,,0,0,2022,Kayserispor,,
4,2021-09-19,19:00,Süper Lig,Matchweek 5,Sun,Away,L,1,2,Hatayspor,39.0,,Bernard Mensah,4-4-1-1,Alper Ulusoy,Match Report,,6.0,1.0,,0,0,2022,Kayserispor,,
5,2021-09-22,20:00,Süper Lig,Matchweek 6,Wed,Home,W,3,0,Galatasaray,37.0,,Bernard Mensah,4-2-3-1,Yaşar Kemal Uğurlu,Match Report,,11.0,4.0,,1,1,2022,Kayserispor,,
6,2021-09-26,13:30,Süper Lig,Matchweek 7,Sun,Away,D,1,1,Giresunspor,49.0,,Bernard Mensah,4-2-3-1,Atilla Karaoğlan,Match Report,,6.0,2.0,,0,0,2022,Kayserispor,,
7,2021-10-02,16:00,Süper Lig,Matchweek 8,Sat,Home,L,1,2,Trabzonspor,51.0,,Uğur Demirok,4-2-3-1,Tugay Kaan Numanoğlu,Match Report,,18.0,4.0,,0,0,2022,Kayserispor,,
8,2021-10-18,20:00,Süper Lig,Matchweek 9,Mon,Away,L,3,6,Alanyaspor,47.0,,Silviu Lung Jr.,5-4-1,Umit Öztürk,Match Report,,13.0,5.0,,0,0,2022,Kayserispor,,
9,2021-10-23,16:00,Süper Lig,Matchweek 10,Sat,Away,L,0,2,Konyaspor,53.0,,Bernard Mensah,4-2-3-1,Sarper Barış Saka,Match Report,,11.0,3.0,,0,0,2022,Kayserispor,,
10,2021-10-31,13:30,Süper Lig,Matchweek 11,Sun,Home,W,2,1,Fatih Karagümrük,46.0,,Dimitrios Kolovetsios,4-2-3-1,Burak Şeker,Match Report,,17.0,8.0,,0,0,2022,Kayserispor,,
11,2021-11-07,19:00,Süper Lig,Matchweek 12,Sun,Away,D,2,2,Fenerbahçe,31.0,,Dimitrios Kolovetsios,4-1-4-1,Cüneyt Çakιr,Match Report,,8.0,3.0,,0,0,2022,Kayserispor,,
12,2021-11-22,20:00,Süper Lig,Matchweek 13,Mon,Home,D,1,1,Göztepe,45.0,,İlhan Parlak,4-1-4-1,Zorbay Küçük,Match Report,,16.0,3.0,,0,0,2022,Kayserispor,,
13,2021-11-27,16:00,Süper Lig,Matchweek 14,Sat,Away,L,0,1,Rizespor,47.0,,İlhan Parlak,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,12.0,1.0,,0,0,2022,Kayserispor,,
14,2021-12-05,13:30,Süper Lig,Matchweek 15,Sun,Home,W,2,0,Antalyaspor,24.0,,Dimitrios Kolovetsios,4-1-4-1,Halil Umut Meler,Match Report,,2.0,2.0,,1,1,2022,Kayserispor,,
15,2021-12-12,19:00,Süper Lig,Matchweek 16,Sun,Away,L,2,4,Beşiktaş,27.0,,İlhan Parlak,4-1-4-1,Ali Şansalan,Match Report,,6.0,3.0,,0,0,2022,Kayserispor,,
16,2021-12-19,16:00,Süper Lig,Matchweek 17,Sun,Home,D,0,0,Gaziantep FK,50.0,,İlhan Parlak,4-1-4-1,Erkan Özdamar,Match Report,,9.0,3.0,,0,0,2022,Kayserispor,,
17,2021-12-23,17:00,Süper Lig,Matchweek 18,Thu,Away,D,2,2,Yeni Mal'spor,56.0,,Uğur Demirok,5-4-1,Hüseyin Göçek,Match Report,,9.0,5.0,,0,0,2022,Kayserispor,,
18,2021-12-27,20:00,Süper Lig,Matchweek 19,Mon,Home,W,3,0,Sivasspor,38.0,,Uğur Demirok,4-4-2,Umit Öztürk,Match Report,,10.0,6.0,,0,0,2022,Kayserispor,,
19,2022-01-09,16:00,Süper Lig,Matchweek 20,Sun,Home,W,1,0,Altay,51.0,,Silviu Lung Jr.,4-4-2,Yaşar Kemal Uğurlu,Match Report,,10.0,3.0,,0,0,2022,Kayserispor,,
20,2022-01-15,13:30,Süper Lig,Matchweek 21,Sat,Away,D,1,1,Adana Demirspor,49.0,,Uğur Demirok,4-4-2,Sarper Barış Saka,Match Report,,16.0,11.0,,0,0,2022,Kayserispor,,
21,2022-01-19,18:00,Süper Lig,Matchweek 22,Wed,Home,W,1,0,Başakşehir,32.0,,Uğur Demirok,4-4-2,Volkan Bayarslan,Match Report,,3.0,1.0,,0,0,2022,Kayserispor,,
22,2022-01-23,13:30,Süper Lig,Matchweek 23,Sun,Away,L,1,3,Kasımpaşa,45.0,,Uğur Demirok,4-4-2,Halil Umut Meler,Match Report,,10.0,2.0,,0,0,2022,Kayserispor,,
23,2022-02-04,20:00,Süper Lig,Matchweek 24,Fri,Home,W,4,3,Hatayspor,47.0,,Uğur Demirok,,Kadir Sağlam,Match Report,,10.0,7.0,,1,2,2022,Kayserispor,,
24,2022-02-12,19:00,Süper Lig,Matchweek 25,Sat,Away,D,1,1,Galatasaray,38.0,,Mustafa Pektemek,4-4-1-1,Sarper Barış Saka,Match Report,,5.0,3.0,,0,0,2022,Kayserispor,,
25,2022-02-19,16:00,Süper Lig,Matchweek 26,Sat,Home,W,2,1,Giresunspor,39.0,,Mame Baba Thiam,4-5-1,Ali Palabıyık,Match Report,,14.0,3.0,,0,0,2022,Kayserispor,,
26,2022-02-25,20:00,Süper Lig,Matchweek 27,Fri,Away,L,2,3,Trabzonspor,29.0,,Mame Baba Thiam,4-5-1,Erkan Özdamar,Match Report,,17.0,7.0,,0,0,2022,Kayserispor,,
27,2022-03-07,20:00,Süper Lig,Matchweek 28,Mon,Home,L,1,2,Alanyaspor,36.0,,Uğur Demirok,4-1-4-1,Suat Arslanboga,Match Report,,3.0,1.0,,0,0,2022,Kayserispor,,
28,2022-03-13,13:30,Süper Lig,Matchweek 29,Sun,Home,L,2,3,Konyaspor,54.0,,Uğur Demirok,4-4-2,Yasin Kol,Match Report,,14.0,4.0,,0,0,2022,Kayserispor,,
29,2022-03-18,20:00,Süper Lig,Matchweek 30,Fri,Away,L,0,3,Fatih Karagümrük,60.0,,Uğur Demirok,4-1-4-1,Kadir Sağlam,Match Report,,15.0,4.0,,0,0,2022,Kayserispor,,
30,2022-04-02,16:00,Süper Lig,Matchweek 31,Sat,Home,L,0,4,Fenerbahçe,49.0,,Gustavo Campanharo,4-1-4-1,Atilla Karaoğlan,Match Report,,7.0,1.0,,0,0,2022,Kayserispor,,
31,2022-04-09,16:00,Süper Lig,Matchweek 32,Sat,Away,W,2,1,Göztepe,30.0,,Mame Baba Thiam,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,8.0,3.0,,0,0,2022,Kayserispor,,
32,2022-04-15,20:30,Süper Lig,Matchweek 33,Fri,Home,D,1,1,Rizespor,47.0,,Mame Baba Thiam,4-1-4-1,Erkan Özdamar,Match Report,,14.0,5.0,,0,0,2022,Kayserispor,,
33,2022-04-24,20:30,Süper Lig,Matchweek 34,Sun,Away,D,1,1,Antalyaspor,41.0,,Mame Baba Thiam,4-2-3-1,Cüneyt Çakιr,Match Report,,12.0,4.0,,0,0,2022,Kayserispor,,
34,2022-05-01,16:00,Süper Lig,Matchweek 35,Sun,Home,L,2,3,Beşiktaş,50.0,,Mame Baba Thiam,4-2-3-1,Erkan Özdamar,Match Report,,13.0,4.0,,1,1,2022,Kayserispor,,
35,2022-05-06,20:00,Süper Lig,Matchweek 36,Fri,Away,D,1,1,Gaziantep FK,48.0,,İlhan Parlak,4-2-3-1,Atilla Karaoğlan,Match Report,,8.0,4.0,,0,0,2022,Kayserispor,,
36,2022-05-14,19:00,Süper Lig,Matchweek 37,Sat,Home,W,3,0,Yeni Mal'spor,59.0,,İlhan Parlak,4-4-2,Cihan Aydın,Match Report,,11.0,6.0,,0,0,2022,Kayserispor,,
37,2022-05-21,16:00,Süper Lig,Matchweek 38,Sat,Away,L,1,2,Sivasspor,47.0,,İlhan Parlak,4-4-2,Yaşar Kemal Uğurlu,Match Report,,5.0,2.0,,0,0,2022,Kayserispor,,
0,2021-08-14,19:15,Süper Lig,Matchweek 1,Sat,Away,L,2,3,Fatih Karagümrük,36.0,,Günay Güvenç,5-3-2,Cüneyt Çakιr,Match Report,,11.0,4.0,,1,1,2022,Gaziantep FK,,
1,2021-08-21,21:45,Süper Lig,Matchweek 2,Sat,Home,D,0,0,Beşiktaş,40.0,,Günay Güvenç,3-4-1-2,Umit Öztürk,Match Report,,10.0,1.0,,0,0,2022,Gaziantep FK,,
2,2021-08-28,19:15,Süper Lig,Matchweek 3,Sat,Away,L,0,2,Yeni Mal'spor,54.0,,Günay Güvenç,3-4-1-2,Sarper Barış Saka,Match Report,,20.0,4.0,,0,0,2022,Gaziantep FK,,
3,2021-09-13,20:00,Süper Lig,Matchweek 4,Mon,Home,W,2,0,Antalyaspor,41.0,,Günay Güvenç,4-3-1-2,Suat Arslanboga,Match Report,,10.0,2.0,,1,1,2022,Gaziantep FK,,
4,2021-09-18,13:30,Süper Lig,Matchweek 5,Sat,Away,D,1,1,Sivasspor,60.0,,Günay Güvenç,4-3-1-2,Atilla Karaoğlan,Match Report,,15.0,5.0,,0,0,2022,Gaziantep FK,,
5,2021-09-22,17:00,Süper Lig,Matchweek 6,Wed,Home,W,1,0,Başakşehir,32.0,,Günay Güvenç,4-2-3-1,Mete Kalkavan,Match Report,,9.0,2.0,,0,0,2022,Gaziantep FK,,
6,2021-09-25,19:00,Süper Lig,Matchweek 7,Sat,Away,L,0,4,Adana Demirspor,60.0,,Günay Güvenç,4-2-3-1,Sarper Barış Saka,Match Report,,8.0,0.0,,0,0,2022,Gaziantep FK,,
7,2021-10-03,16:00,Süper Lig,Matchweek 8,Sun,Home,W,4,1,Altay,51.0,,Günay Güvenç,4-2-3-1,Bahattin Şimşek,Match Report,,16.0,8.0,,1,1,2022,Gaziantep FK,,
8,2021-10-18,20:00,Süper Lig,Matchweek 9,Mon,Away,L,1,2,Hatayspor,52.0,,Günay Güvenç,4-2-3-1,Zorbay Küçük,Match Report,,7.0,5.0,,0,0,2022,Gaziantep FK,,
9,2021-10-23,16:00,Süper Lig,Matchweek 10,Sat,Home,D,1,1,Giresunspor,45.0,,Günay Güvenç,4-2-3-1,Tugay Kaan Numanoğlu,Match Report,,6.0,3.0,,0,0,2022,Gaziantep FK,,
10,2021-10-31,19:00,Süper Lig,Matchweek 11,Sun,Away,L,0,2,Galatasaray,42.0,,Günay Güvenç,5-3-2,Yaşar Kemal Uğurlu,Match Report,,9.0,3.0,,0,0,2022,Gaziantep FK,,
11,2021-11-05,20:00,Süper Lig,Matchweek 12,Fri,Home,W,2,0,Kasımpaşa,42.0,,Günay Güvenç,5-3-2,Halis Özkahya,Match Report,,13.0,5.0,,0,0,2022,Gaziantep FK,,
12,2021-11-22,20:00,Süper Lig,Matchweek 13,Mon,Away,L,0,3,Trabzonspor,51.0,,Günay Güvenç,5-3-2,Suat Arslanboga,Match Report,,25.0,5.0,,0,0,2022,Gaziantep FK,,
13,2021-11-28,13:30,Süper Lig,Matchweek 14,Sun,Home,W,3,2,Konyaspor,40.0,,Günay Güvenç,3-5-2,Fırat Aydınus,Match Report,,20.0,5.0,,0,0,2022,Gaziantep FK,,
14,2021-12-06,20:00,Süper Lig,Matchweek 15,Mon,Away,L,1,2,Göztepe,63.0,,Günay Güvenç,3-5-2,Umit Öztürk,Match Report,,15.0,2.0,,0,0,2022,Gaziantep FK,,
15,2021-12-13,20:30,Süper Lig,Matchweek 16,Mon,Home,W,3,2,Fenerbahçe,31.0,,Günay Güvenç,4-2-3-1,Atilla Karaoğlan,Match Report,,15.0,7.0,,1,1,2022,Gaziantep FK,,
16,2021-12-19,16:00,Süper Lig,Matchweek 17,Sun,Away,D,0,0,Kayserispor,51.0,,Günay Güvenç,3-4-3,Erkan Özdamar,Match Report,,10.0,3.0,,0,0,2022,Gaziantep FK,,
17,2021-12-22,20:00,Süper Lig,Matchweek 18,Wed,Home,W,2,1,Alanyaspor,47.0,,Günay Güvenç,5-3-2,Tugay Kaan Numanoğlu,Match Report,,14.0,5.0,,0,0,2022,Gaziantep FK,,
18,2021-12-26,13:30,Süper Lig,Matchweek 19,Sun,Away,W,1,0,Rizespor,46.0,,Günay Güvenç,5-3-2,Cüneyt Çakιr,Match Report,,12.0,3.0,,1,1,2022,Gaziantep FK,,
19,2022-01-08,13:30,Süper Lig,Matchweek 20,Sat,Home,W,3,1,Fatih Karagümrük,34.0,,Günay Güvenç,5-3-2,Zorbay Küçük,Match Report,,13.0,5.0,,0,0,2022,Gaziantep FK,,
20,2022-01-14,20:00,Süper Lig,Matchweek 21,Fri,Away,L,0,1,Beşiktaş,42.0,,Günay Güvenç,5-3-2,Arda Kardeşler,Match Report,,7.0,3.0,,0,0,2022,Gaziantep FK,,
21,2022-01-23,16:00,Süper Lig,Matchweek 23,Sun,Away,D,0,0,Antalyaspor,42.0,,Günay Güvenç,5-3-2,Yasin Kol,Match Report,,14.0,7.0,,0,0,2022,Gaziantep FK,,
22,2022-02-05,13:30,Süper Lig,Matchweek 24,Sat,Home,W,5,1,Sivasspor,52.0,,Günay Güvenç,3-4-1-2,Mustafa Kürşad Filiz,Match Report,,11.0,7.0,,1,1,2022,Gaziantep FK,,
23,2022-02-12,16:00,Süper Lig,Matchweek 25,Sat,Away,L,0,2,Başakşehir,42.0,,Günay Güvenç,3-5-2,Cüneyt Çakιr,Match Report,,21.0,2.0,,0,0,2022,Gaziantep FK,,
24,2022-02-20,13:30,Süper Lig,Matchweek 26,Sun,Home,L,0,3,Adana Demirspor,48.0,,Günay Güvenç,3-5-2,Kadir Sağlam,Match Report,,9.0,4.0,,0,0,2022,Gaziantep FK,,
25,2022-02-23,20:00,Süper Lig,Matchweek 22,Wed,Home,D,0,0,Yeni Mal'spor,43.0,,Günay Güvenç,,Umit Öztürk,Match Report,,14.0,6.0,,0,0,2022,Gaziantep FK,,
26,2022-02-27,13:30,Süper Lig,Matchweek 27,Sun,Away,L,2,3,Altay,48.0,,Günay Güvenç,3-5-2,Yaşar Kemal Uğurlu,Match Report,,12.0,3.0,,1,1,2022,Gaziantep FK,,
27,2022-03-07,20:00,Süper Lig,Matchweek 28,Mon,Home,D,2,2,Hatayspor,58.0,,Papy Djilobodji,3-5-2,Hüseyin Göçek,Match Report,,19.0,5.0,,0,0,2022,Gaziantep FK,,
28,2022-03-14,20:00,Süper Lig,Matchweek 29,Mon,Away,L,1,2,Giresunspor,56.0,,Günay Güvenç,3-5-2,Kadir Sağlam,Match Report,,10.0,3.0,,1,1,2022,Gaziantep FK,,
29,2022-03-20,16:00,Süper Lig,Matchweek 30,Sun,Home,W,3,1,Galatasaray,46.0,,Günay Güvenç,3-5-2,Arda Kardeşler,Match Report,,19.0,7.0,,1,1,2022,Gaziantep FK,,
30,2022-04-03,13:30,Süper Lig,Matchweek 31,Sun,Away,L,1,2,Kasımpaşa,42.0,,Günay Güvenç,3-5-2,Yaşar Kemal Uğurlu,Match Report,,6.0,3.0,,0,0,2022,Gaziantep FK,,
31,2022-04-09,20:30,Süper Lig,Matchweek 32,Sat,Home,D,0,0,Trabzonspor,33.0,,Günay Güvenç,3-5-2,Erkan Özdamar,Match Report,,17.0,6.0,,0,0,2022,Gaziantep FK,,
32,2022-04-17,13:30,Süper Lig,Matchweek 33,Sun,Away,L,1,4,Konyaspor,44.0,,Günay Güvenç,3-5-2,Volkan Bayarslan,Match Report,,8.0,6.0,,0,0,2022,Gaziantep FK,,
33,2022-04-23,16:00,Süper Lig,Matchweek 34,Sat,Home,D,1,1,Göztepe,49.0,,Günay Güvenç,3-5-2,Mustafa Kürşad Filiz,Match Report,,16.0,4.0,,0,1,2022,Gaziantep FK,,
34,2022-04-29,20:30,Süper Lig,Matchweek 35,Fri,Away,L,2,3,Fenerbahçe,50.0,,Günay Güvenç,3-4-3,Sarper Barış Saka,Match Report,,8.0,3.0,,1,1,2022,Gaziantep FK,,
35,2022-05-06,20:00,Süper Lig,Matchweek 36,Fri,Home,D,1,1,Kayserispor,52.0,,Günay Güvenç,3-4-3,Atilla Karaoğlan,Match Report,,12.0,4.0,,0,0,2022,Gaziantep FK,,
36,2022-05-15,19:00,Süper Lig,Matchweek 37,Sun,Away,L,0,3,Alanyaspor,48.0,,Oğuz Ceylan,4-4-2,Bahattin Şimşek,Match Report,,11.0,3.0,,0,0,2022,Gaziantep FK,,
37,2022-05-20,20:00,Süper Lig,Matchweek 38,Fri,Home,W,2,0,Rizespor,51.0,,Papy Djilobodji,4-1-4-1,Emre Kargın,Match Report,,21.0,6.0,,0,0,2022,Gaziantep FK,,
0,2021-08-16,21:45,Süper Lig,Matchweek 1,Mon,Home,L,0,2,Galatasaray,36.0,,Ibrahima Baldé,4-1-4-1,Erkan Özdamar,Match Report,,7.0,1.0,,0,0,2022,Giresunspor,,
1,2021-08-21,19:15,Süper Lig,Matchweek 2,Sat,Away,L,0,2,Kasımpaşa,56.0,,Ibrahima Baldé,4-1-4-1,Ali Palabıyık,Match Report,,15.0,1.0,,0,0,2022,Giresunspor,,
2,2021-08-29,21:45,Süper Lig,Matchweek 3,Sun,Home,L,0,1,Trabzonspor,46.0,,Zeki Yavru,4-1-4-1,Ali Şansalan,Match Report,,10.0,3.0,,0,0,2022,Giresunspor,,
3,2021-09-13,20:00,Süper Lig,Matchweek 4,Mon,Away,L,0,1,Alanyaspor,63.0,,Zeki Yavru,4-2-3-1,Zorbay Küçük,Match Report,,15.0,6.0,,0,0,2022,Giresunspor,,
4,2021-09-19,13:30,Süper Lig,Matchweek 5,Sun,Home,D,0,0,Konyaspor,54.0,,Zeki Yavru,4-2-3-1,Volkan Bayarslan,Match Report,,16.0,3.0,,0,0,2022,Giresunspor,,
5,2021-09-23,20:00,Süper Lig,Matchweek 6,Thu,Away,L,1,2,Fenerbahçe,48.0,,Ibrahima Baldé,4-1-4-1,Cüneyt Çakιr,Match Report,,8.0,2.0,,0,1,2022,Giresunspor,,
6,2021-09-26,13:30,Süper Lig,Matchweek 7,Sun,Home,D,1,1,Kayserispor,51.0,,Zeki Yavru,4-1-4-1,Atilla Karaoğlan,Match Report,,21.0,5.0,,0,0,2022,Giresunspor,,
7,2021-10-02,16:00,Süper Lig,Matchweek 8,Sat,Away,W,1,0,Göztepe,49.0,,Zeki Yavru,4-1-4-1,Burak Şeker,Match Report,,8.0,5.0,,1,1,2022,Giresunspor,,
